Fish Type,Temperature (°C),Turbidity (NTU),pH Level,Ammonia (mg/L),Nitrates (mg/L),Dissolved Oxygen (mg/L)
Trout,15.29,1.8,6.79,0.184,14.72,9.25
Tilapia,24.86,4.68,7.38,0.091,29.48,4.05
Salmon,13.76,0.65,7.25,0.143,18.03,10.61
Goldfish,18.14,3.64,6.82,0.384,1.46,7.16
Bass,20.47,3.28,6.24,0.237,16.91,5.05
Trout,8.53,0.68,7.96,0.1,9.49,11.06
Trout,12.23,0.78,,0.19,1.72,11.26
Tilapia,25.29,1.78,6.6,0.188,37.69,4.7
Bass,17.86,2.56,8.23,0.003,19.83,8.27
Catfish,20.47,5.66,6.74,0.711,58.53,4.18
Goldfish,14.62,2.43,6.5,0.433,26.62,7.79
Trout,17.41,0.85,7.54,0.039,15.95,
Tilapia,25.49,1.52,7.63,0.226,19.4,7.45
Trout,8.58,2.18,7.52,0.16,16.67,10.81
Trout,14.78,1.36,7.15,0.045,2.91,8.82
Catfish,21.05,5.43,6.18,0.046,,6.68
Trout,7.03,1.92,6.82,0.022,17.83,7.85
Goldfish,22.15,2.77,7.19,0.357,,6.04
Catfish,26.32,3.37,6.58,0.55,,3.74
Catfish,27.42,2.32,6.21,0.01,33.14,6.56
Trout,10.36,0.6,7.59,0.051,8.4,8.9
Goldfish,12.77,2.37,7.38,0.431,32.53,7.83
Trout,5.34,0.21,7.12,0.094,15.08,10.75
Catfish,27.1,,7.09,0.666,55.23,5.62
Catfish,22.98,3.63,6.17,0.624,25.95,6.72
Tilapia,25.44,2.34,7.21,0.323,31.58,4.5
Catfish,26.07,6.96,6.02,0.791,56.89,6.95
Catfish,20.67,9.48,7.27,0.107,44.11,4.45
Tilapia,27.76,1.33,7.91,0.403,24.27,4.81
Trout,8.42,1.52,6.57,0.052,5.07,10.83
Catfish,24.65,2.78,6.38,0.391,51.58,5.68
Catfish,23.8,7.42,6.41,0.978,57.09,3.53
Goldfish,17.79,3.85,7.08,0.118,,6.16
Tilapia,24.73,1.04,7.9,0.364,0.53,4.71
Trout,11.83,1.84,7.11,0.143,6.87,10.86
Tilapia,27.37,1.9,7.5,0.313,5.22,5.24
Bass,16.54,5.84,6.01,0.005,48.08,5.55
Tilapia,26.43,2.82,8.38,0.458,15.17,7.03
Goldfish,10.59,3.44,6.67,0.421,11.76,7.76
Trout,12.43,1.2,6.87,0.189,14.17,11.65
Catfish,24.15,9.82,6.1,0.394,50.53,6.77
Tilapia,22.56,3.69,8.36,0.203,9.57,7.2
Trout,5.81,2.23,6.9,0.133,5.72,11.26
Catfish,21.06,4.95,7.04,0.807,48.86,3.05
Trout,4.78,1.44,7.72,0.199,13.73,10.72
Bass,19.32,3.67,6.02,0.263,12.7,6.94
Trout,7.84,1.98,7.9,0.181,5.39,7.4
Trout,11.12,0.05,7.85,0.06,12.97,10.15
Bass,22.43,4.6,7.39,0.033,31.41,4.29
Trout,5.08,1.01,7.56,0.19,2.46,11.91
Catfish,24.39,3.15,6.26,0.619,32.1,6.69
Bass,16.28,4.8,6.07,0.178,31.24,5.36
Bass,20.06,2.35,8.08,,37.55,4.0
Trout,15.37,0.79,7.87,0.085,15.27,9.87
Trout,9.61,1.44,7.62,0.0,13.15,9.04
Trout,12.5,2.43,,0.159,19.5,11.56
Goldfish,23.77,2.44,7.14,0.395,30.83,7.0
Salmon,10.82,0.45,7.34,0.097,7.52,8.61
Goldfish,15.64,2.61,,0.147,0.9,8.35
Trout,,1.71,6.57,0.042,12.6,11.37
Catfish,24.87,6.3,6.17,0.324,17.89,6.77
Salmon,11.09,1.74,7.43,0.085,,10.38
Goldfish,20.72,3.42,7.9,0.114,28.74,5.59
Bass,25.96,3.14,8.11,0.295,42.53,6.7
Tilapia,24.74,2.08,8.24,0.161,26.55,5.38
Salmon,7.75,1.58,7.98,0.013,5.27,9.61
Bass,19.33,3.36,6.83,0.298,40.93,7.07
Catfish,22.75,6.52,7.26,0.2,45.84,6.91
Salmon,13.83,1.46,7.63,0.087,28.72,6.21
Salmon,15.28,1.98,7.58,0.121,24.77,7.75
Tilapia,22.68,1.67,7.46,0.315,16.78,5.46
Salmon,15.05,0.07,7.66,0.077,29.24,11.71
Tilapia,25.87,1.73,8.44,0.097,40.25,5.34
Catfish,24.58,4.61,7.07,0.278,45.33,3.15
Tilapia,27.46,1.43,6.61,0.067,14.3,7.98
Goldfish,15.52,2.67,7.31,0.486,35.32,6.45
Catfish,27.1,8.27,7.39,0.245,19.73,5.6
Goldfish,21.52,3.05,6.59,0.159,34.59,8.57
Catfish,,2.41,7.48,0.898,17.73,4.78
Bass,25.73,5.78,6.32,0.172,17.91,4.68
Trout,12.83,1.0,6.92,0.167,0.3,7.09
Salmon,9.1,0.51,7.2,0.119,9.63,9.03
Salmon,10.62,1.4,7.02,0.12,6.8,10.08
Goldfish,23.43,1.65,7.24,0.205,9.41,6.35
Catfish,21.36,9.67,7.84,0.846,57.36,5.89
Catfish,22.9,7.98,7.64,0.673,53.62,5.68
Tilapia,25.28,4.98,6.63,0.187,32.57,4.17
Salmon,14.53,1.06,7.43,0.106,23.51,7.54
Catfish,22.4,4.04,7.09,0.125,42.05,6.53
Catfish,24.11,8.76,7.66,0.445,,6.15
Catfish,26.08,8.77,7.02,0.384,17.85,6.71
Trout,12.31,0.42,6.71,0.149,9.26,10.64
Catfish,25.87,2.1,6.08,0.955,22.28,3.6
Tilapia,24.2,3.8,6.93,0.229,41.24,5.04
Tilapia,24.93,1.06,7.08,0.163,7.3,5.52
Tilapia,28.04,3.1,7.8,0.37,16.49,6.58
Salmon,12.28,1.12,7.35,0.059,24.68,8.0
Bass,26.71,1.14,6.61,0.148,41.73,5.16
Salmon,14.09,0.01,7.31,0.192,2.56,11.77
Catfish,21.18,4.34,7.38,0.475,29.36,3.91
Salmon,6.52,0.07,7.06,0.175,23.4,10.65
Catfish,20.28,8.48,7.43,0.165,27.33,6.65
Catfish,21.12,7.62,6.22,0.48,52.98,6.73
Goldfish,10.42,2.53,7.82,0.2,0.86,5.57
Trout,6.1,0.7,6.64,0.041,4.86,7.19
Trout,5.56,2.93,6.67,0.073,3.66,10.37
Salmon,14.4,1.72,7.76,0.117,8.51,8.24
Catfish,25.79,3.81,7.29,0.895,13.59,5.8
Tilapia,24.51,4.82,7.53,0.025,31.97,6.24
Catfish,21.09,4.09,6.8,0.259,32.6,
Salmon,11.67,1.4,6.78,0.135,,10.0
Tilapia,29.24,,7.69,0.071,3.81,7.55
Bass,22.77,4.2,6.62,0.208,8.1,7.01
Goldfish,21.44,3.88,6.54,0.025,8.05,8.64
Bass,22.94,4.17,6.17,0.129,33.08,8.43
Catfish,25.99,6.52,7.28,0.655,56.13,4.03
Salmon,4.88,0.01,7.51,0.086,6.89,8.5
Catfish,21.34,8.33,7.3,0.01,34.09,5.31
Catfish,26.45,4.52,6.91,0.761,48.2,4.27
Catfish,26.88,9.57,6.33,0.266,36.01,4.71
Catfish,25.6,7.63,7.03,,36.22,4.86
Goldfish,19.92,2.0,7.8,0.184,1.89,6.54
Tilapia,28.95,4.52,7.27,0.271,18.94,7.0
Tilapia,25.59,1.66,7.75,0.025,5.28,4.41
Tilapia,22.84,3.64,6.6,0.405,37.29,6.55
Tilapia,22.55,2.17,7.25,0.467,4.78,7.7
Salmon,8.3,0.88,7.17,0.106,7.47,10.2
Catfish,24.13,7.19,7.28,0.374,49.39,5.3
Salmon,13.63,1.04,7.27,0.002,2.15,9.26
Bass,21.41,1.72,7.01,0.277,26.21,4.03
Goldfish,10.57,1.18,6.95,0.151,25.88,6.41
Goldfish,10.34,3.8,7.99,0.083,22.19,5.06
Tilapia,24.57,2.41,6.51,0.219,31.85,4.66
Bass,15.81,2.41,6.76,0.044,38.12,7.72
Tilapia,24.04,2.1,8.17,0.294,1.44,5.87
Tilapia,29.65,3.7,6.96,0.351,22.11,7.77
Trout,13.29,1.03,7.69,0.15,10.17,8.29
Salmon,15.96,0.4,8.0,0.091,2.39,7.45
Catfish,27.11,9.95,6.49,0.315,21.74,4.67
Trout,15.16,2.35,7.17,0.13,17.18,8.69
Trout,4.59,0.59,7.88,0.168,5.25,10.71
Catfish,21.1,9.98,6.27,0.022,42.75,5.62
Salmon,12.21,1.72,7.66,0.029,17.57,7.5
Bass,26.49,2.55,8.3,0.044,25.24,5.65
Trout,10.1,0.21,6.58,0.043,4.54,11.98
Trout,17.13,0.42,6.82,0.077,15.54,8.26
Trout,11.57,2.87,7.45,0.049,0.41,
Tilapia,23.61,2.36,8.27,0.026,49.35,4.1
Salmon,12.21,1.02,6.96,0.137,12.82,6.21
Bass,23.33,5.38,7.04,0.011,12.63,5.56
Salmon,8.94,0.82,7.05,0.17,4.63,6.9
Goldfish,10.01,1.08,6.66,0.406,,6.97
Bass,24.24,5.43,6.02,0.051,27.22,4.97
Trout,4.83,1.69,6.91,0.085,18.84,11.66
Goldfish,20.21,2.43,6.63,0.159,30.19,8.33
Goldfish,,3.88,7.46,0.091,10.72,8.83
Catfish,23.05,8.65,6.49,0.773,52.1,6.55
Trout,6.5,0.6,7.87,0.114,14.97,9.17
Tilapia,24.63,2.4,8.42,0.093,37.17,4.01
Trout,8.99,2.48,7.11,0.163,5.99,8.8
Bass,,1.1,8.27,0.204,25.44,8.58
Bass,23.79,4.5,7.09,0.283,33.28,8.63
Catfish,22.31,9.69,,0.715,15.56,4.64
Tilapia,25.27,2.9,7.33,0.194,3.85,4.86
Catfish,26.16,8.91,6.38,0.551,23.28,5.01
Catfish,25.97,9.18,7.93,0.201,29.03,5.37
Salmon,4.68,0.06,6.93,0.113,21.63,6.8
Bass,22.87,2.25,6.53,0.272,15.43,6.88
Goldfish,12.81,3.83,7.29,0.144,,8.49
Tilapia,23.44,2.65,,0.397,35.79,6.74
Catfish,23.58,5.78,6.04,0.186,47.3,6.35
Tilapia,24.72,2.77,7.93,0.199,37.49,7.69
Goldfish,21.78,2.85,7.48,0.069,27.38,6.41
Goldfish,22.75,1.28,7.85,0.316,26.71,
Goldfish,17.57,3.81,7.25,0.002,36.16,6.51
Trout,4.57,0.76,6.55,0.182,4.2,10.0
Goldfish,16.35,1.58,7.23,0.422,,7.04
Bass,21.3,3.52,6.3,0.231,23.11,8.77
Bass,16.78,3.38,6.78,0.046,26.31,5.23
Tilapia,28.94,4.8,,0.227,41.25,6.42
Catfish,25.19,7.26,7.45,0.42,15.77,6.67
Trout,10.16,0.72,7.14,0.169,2.33,11.18
Trout,11.41,2.72,6.85,0.088,15.9,8.78
Goldfish,11.18,3.94,7.12,0.182,33.81,6.82
Salmon,6.42,1.5,6.64,0.19,8.37,6.73
Tilapia,25.07,4.15,8.26,0.002,46.97,6.95
Goldfish,13.02,1.81,7.58,0.401,21.51,6.57
Trout,5.43,2.13,7.98,0.126,3.0,7.63
Trout,5.79,2.33,7.52,0.127,8.7,11.45
Catfish,21.03,7.35,7.43,0.362,19.45,5.8
Bass,23.3,2.81,8.43,0.029,43.98,4.85
Trout,10.27,0.85,6.59,0.177,8.27,11.37
Bass,22.97,5.42,8.31,0.215,35.24,6.18
Catfish,24.13,2.55,6.65,0.527,42.47,5.61
Bass,17.89,5.28,7.75,0.114,13.01,5.66
Bass,24.19,4.79,8.24,0.249,12.09,6.45
Trout,16.21,1.32,7.53,0.067,13.53,8.75
Tilapia,28.46,2.6,8.43,0.35,16.42,5.65
Goldfish,11.03,2.64,6.58,0.289,38.16,7.37
Bass,19.27,3.73,7.67,0.09,24.42,7.14
Goldfish,16.34,1.11,7.63,0.484,14.95,8.69
Catfish,24.12,6.94,6.79,0.556,16.4,6.92
Tilapia,29.77,1.76,6.84,0.167,42.23,6.67
Salmon,4.06,0.62,7.48,0.056,25.77,9.74
Trout,5.58,2.19,6.96,0.179,5.06,8.44
Tilapia,29.57,3.57,7.12,0.377,35.69,5.8
Tilapia,25.72,2.91,7.91,0.421,45.61,7.04
Salmon,9.95,0.58,6.91,0.085,20.48,6.65
Salmon,5.85,0.66,7.98,0.136,26.97,9.53
Trout,7.48,0.57,7.23,0.172,14.82,8.92
Bass,21.52,4.85,8.41,0.268,5.24,8.01
Tilapia,22.5,3.25,8.27,0.141,18.08,4.69
Trout,4.79,0.12,7.68,0.054,19.7,8.77
Catfish,23.4,5.0,7.74,0.162,47.79,5.68
Goldfish,16.31,1.29,7.39,0.36,2.17,6.27
Goldfish,19.29,3.62,7.98,0.324,4.85,8.62
Trout,13.39,2.51,6.7,0.038,8.23,9.02
Salmon,7.82,1.39,7.48,0.134,28.66,7.66
Tilapia,22.19,4.44,8.46,0.44,16.12,5.9
Tilapia,29.71,2.27,7.08,,3.71,5.5
Bass,24.16,4.67,7.24,0.037,,4.93
Tilapia,24.42,4.22,8.45,0.126,1.63,5.25
Tilapia,27.12,1.11,7.44,0.259,6.76,7.98
Bass,17.29,4.29,6.21,0.018,25.07,4.88
Catfish,23.4,4.44,6.92,0.426,28.47,5.01
Goldfish,22.79,1.91,6.62,,35.82,7.29
Tilapia,28.53,2.64,7.67,0.241,29.16,7.49
Trout,11.4,2.17,6.83,0.008,9.1,9.43
Tilapia,24.83,4.07,7.36,0.02,19.16,4.29
Salmon,6.33,0.37,6.6,0.106,24.07,11.69
Goldfish,19.39,1.21,6.76,0.385,3.54,5.03
Salmon,10.49,0.36,7.15,0.044,19.45,10.53
Catfish,21.62,3.2,7.36,0.217,42.37,6.87
Bass,15.98,5.18,7.07,0.173,24.09,7.63
Goldfish,21.56,3.09,7.22,0.349,36.33,8.15
Catfish,20.21,4.21,7.29,0.492,49.57,4.79
Goldfish,21.28,1.14,7.57,0.33,8.2,6.41
Bass,26.77,2.0,7.55,0.018,22.97,4.23
Catfish,25.22,4.94,6.45,0.256,37.65,6.9
Bass,15.79,4.48,6.26,0.006,19.25,8.82
Bass,26.87,2.4,7.58,0.061,16.93,4.53
Tilapia,27.06,1.38,6.85,0.158,15.01,6.92
Bass,15.48,2.89,6.27,0.125,41.72,8.52
Goldfish,12.08,3.61,7.76,0.14,28.46,5.28
Catfish,26.49,4.21,7.92,0.712,58.68,6.53
Bass,23.87,5.81,6.44,0.162,42.78,6.53
Salmon,5.55,1.93,6.71,0.019,2.38,9.79
Trout,14.05,1.27,7.91,0.097,11.83,8.96
Goldfish,21.43,3.21,6.79,0.191,9.28,5.42
Tilapia,23.98,3.35,8.42,0.402,42.61,4.88
Trout,11.81,0.99,7.49,0.039,15.62,11.92
Trout,10.72,2.85,7.67,0.031,2.95,9.42
Catfish,20.71,9.94,7.69,0.434,15.42,5.32
Goldfish,14.0,2.93,7.79,0.163,35.67,5.64
Catfish,24.33,8.49,6.8,0.419,45.41,5.99
Salmon,8.15,1.89,6.56,0.094,28.36,9.84
Tilapia,28.19,2.87,6.62,0.174,17.67,6.99
Tilapia,28.1,1.42,7.02,0.212,49.76,4.85
Catfish,27.92,8.93,6.47,0.77,48.15,5.7
Salmon,8.1,0.09,7.62,0.064,29.6,7.14
Catfish,26.34,2.59,7.3,0.275,41.34,4.69
Tilapia,28.63,3.77,7.28,0.488,12.02,5.95
Salmon,12.53,1.44,7.97,0.177,3.37,8.44
Trout,9.8,1.3,7.5,0.035,3.1,7.94
Goldfish,23.86,1.2,7.81,0.285,12.47,6.69
Bass,23.97,3.49,7.72,0.216,48.49,5.14
Bass,19.8,2.61,8.14,0.021,11.95,6.94
Tilapia,23.06,3.59,8.02,0.253,24.4,5.07
Trout,10.0,1.04,7.59,0.085,7.94,11.09
Tilapia,29.69,4.91,7.35,0.166,47.66,7.29
Salmon,10.86,0.62,7.89,0.046,24.96,7.02
Tilapia,25.76,2.21,8.29,0.483,45.1,6.02
Goldfish,14.62,1.68,7.46,0.423,23.11,8.76
Tilapia,28.75,4.21,7.11,0.097,29.81,5.46
Goldfish,12.75,2.39,6.74,0.379,35.6,8.9
Bass,,5.13,7.31,0.161,15.77,
Goldfish,10.46,2.83,7.37,0.151,3.87,6.72
Bass,21.67,4.65,8.31,0.196,30.26,7.72
Catfish,21.22,9.72,7.43,0.011,16.78,5.64
Trout,6.85,2.22,7.34,0.077,13.27,11.73
Catfish,21.94,9.87,6.62,0.765,39.38,6.63
Bass,15.98,1.71,6.12,0.209,48.28,4.49
Catfish,26.52,3.45,6.17,0.026,40.24,6.12
Salmon,13.76,1.6,7.74,0.135,13.56,8.36
Trout,10.44,1.88,6.55,0.186,13.48,7.71
Tilapia,26.82,3.23,7.4,0.496,37.7,5.25
Catfish,21.75,4.62,7.68,0.846,21.1,4.37
Goldfish,16.61,3.93,6.77,0.086,22.86,8.23
Bass,15.86,2.88,8.0,0.265,11.78,6.77
Catfish,20.15,7.67,6.32,0.094,54.23,6.77
Tilapia,26.92,1.42,6.99,0.196,16.89,4.11
Goldfish,23.67,3.2,7.51,0.379,4.85,8.17
Salmon,6.94,0.88,6.66,0.056,18.39,6.5
Salmon,11.55,0.7,7.88,0.085,10.75,10.56
Catfish,27.38,8.45,6.3,0.688,10.92,5.08
Tilapia,23.64,1.89,7.65,0.079,31.74,6.66
Bass,15.36,2.91,8.04,0.173,28.15,7.44
Bass,18.48,4.27,6.64,0.232,25.83,6.23
Catfish,25.4,5.23,7.29,0.947,52.35,6.0
Bass,23.7,5.94,7.32,0.144,15.95,5.85
Salmon,15.64,1.11,7.14,0.036,1.76,7.69
Goldfish,17.93,3.42,7.7,0.487,1.26,7.69
Catfish,25.81,3.34,6.85,0.497,24.24,6.87
Goldfish,18.8,1.42,7.22,0.397,0.78,7.45
Trout,4.68,2.21,7.7,0.062,17.57,9.67
Goldfish,18.74,1.87,6.85,0.383,16.36,7.74
Goldfish,22.63,1.11,7.28,0.264,4.93,8.65
Catfish,21.81,2.78,7.12,0.594,12.87,4.71
Bass,26.61,5.56,8.15,0.223,35.2,
Tilapia,26.65,1.95,8.22,0.337,44.28,6.91
Goldfish,13.21,1.86,7.33,0.152,37.74,7.99
Goldfish,12.9,3.36,7.95,0.341,33.86,5.37
Catfish,25.18,7.9,,0.837,38.74,4.85
Catfish,24.76,2.85,7.49,0.546,35.59,6.04
Goldfish,18.29,2.98,7.96,0.298,9.1,5.08
Salmon,10.02,1.74,7.4,0.088,7.26,7.8
Salmon,7.16,1.48,6.6,0.033,23.28,11.76
Bass,16.33,4.67,7.66,0.076,39.0,5.35
Trout,17.78,0.41,6.5,0.045,1.67,9.16
Bass,22.73,4.94,6.47,0.253,32.25,6.61
Catfish,24.98,2.71,6.99,0.537,31.68,6.66
Salmon,8.04,0.82,7.55,0.064,8.0,11.72
Tilapia,25.04,1.71,6.96,0.035,49.76,4.42
Goldfish,17.34,3.24,6.59,0.059,29.7,5.44
Salmon,14.64,1.12,7.38,0.145,20.61,9.98
Trout,14.0,1.64,6.7,0.053,9.29,
Catfish,20.01,3.03,6.32,0.885,14.02,6.38
Salmon,13.96,1.23,7.0,0.035,12.31,9.16
Catfish,23.94,8.39,6.75,0.408,25.05,4.27
Trout,4.43,2.46,6.56,0.024,5.35,11.51
Salmon,5.44,1.3,7.33,0.079,9.83,10.95
Goldfish,19.34,1.33,6.76,0.026,17.18,7.88
Salmon,12.23,1.47,7.1,0.179,29.4,6.79
Tilapia,29.17,1.16,7.71,0.339,42.58,7.99
Goldfish,16.32,1.43,7.93,0.323,12.82,6.29
Goldfish,18.82,2.83,6.61,0.278,9.97,6.26
Catfish,24.65,7.17,7.53,0.618,17.27,4.3
Bass,20.99,1.95,6.86,0.038,21.47,4.94
Goldfish,23.99,1.35,7.8,0.149,27.02,6.68
Catfish,21.06,9.29,6.36,0.776,19.65,3.93
Catfish,27.16,9.86,7.26,0.687,25.64,3.04
Goldfish,17.09,2.0,7.4,0.175,36.3,6.9
Trout,6.71,,,0.003,0.43,10.33
Catfish,24.64,2.85,7.17,0.657,59.55,6.47
Tilapia,22.31,4.6,7.15,0.055,47.76,6.5
Salmon,7.84,1.28,6.76,0.024,0.79,8.5
Tilapia,23.82,4.34,7.42,0.183,7.83,4.14
Salmon,14.94,0.0,7.01,0.131,22.93,11.49
Tilapia,22.73,4.49,8.45,0.089,41.78,5.14
Salmon,10.41,1.21,7.36,0.123,8.06,7.51
Salmon,15.59,0.19,7.7,0.048,3.66,10.77
Tilapia,29.44,2.72,7.41,0.441,16.56,7.38
Bass,25.16,1.01,6.36,0.048,12.99,4.85
Trout,5.3,0.39,7.57,0.145,7.78,10.52
Trout,16.63,2.51,7.14,0.147,2.81,7.2
Goldfish,22.55,3.27,6.51,0.464,17.65,5.62
Bass,24.61,4.73,8.37,0.135,5.42,6.36
Tilapia,28.2,1.31,6.66,0.289,49.81,5.43
Bass,19.81,5.71,6.9,0.192,31.97,5.63
Salmon,6.08,1.58,7.96,0.132,6.46,9.38
Salmon,6.32,1.65,7.27,0.015,0.82,8.92
Goldfish,16.93,3.97,6.89,0.374,25.18,8.16
Bass,19.51,5.92,8.33,0.209,31.66,5.16
Salmon,8.86,0.96,6.59,0.195,17.22,10.35
Tilapia,27.75,4.42,6.61,0.295,21.51,
Catfish,21.03,2.38,6.64,0.276,34.71,6.35
Catfish,23.73,5.75,7.17,0.223,53.6,4.97
Goldfish,23.02,1.2,7.12,0.483,28.98,8.24
Bass,19.62,3.6,7.14,0.001,37.31,4.92
Bass,15.12,5.28,6.48,0.157,6.79,7.68
Salmon,10.86,1.21,7.58,,8.84,7.05
Bass,17.66,2.8,7.43,0.106,28.19,5.81
Bass,15.0,2.88,6.31,0.063,29.99,4.43
Trout,17.41,0.28,,0.007,19.24,10.1
Tilapia,26.87,2.01,6.86,0.294,4.83,4.62
Bass,16.48,2.39,6.79,0.025,41.15,7.65
Catfish,26.22,4.32,6.24,0.067,30.8,5.16
Goldfish,15.82,3.03,6.7,0.182,32.29,5.34
Catfish,26.79,8.96,7.02,0.36,38.41,4.4
Bass,19.92,1.87,6.65,0.242,34.52,4.2
Tilapia,27.95,3.43,7.11,0.024,10.14,7.37
Trout,17.72,1.74,7.38,0.12,3.39,8.73
Trout,13.47,2.63,7.08,0.038,1.73,10.67
Goldfish,19.02,2.26,6.84,0.164,4.51,8.38
Trout,7.43,1.8,7.18,0.026,11.26,8.49
Trout,5.24,2.99,7.43,0.062,16.56,8.55
Bass,26.68,5.92,6.52,0.145,5.39,4.93
Goldfish,16.1,2.8,6.61,0.232,6.15,5.01
Salmon,9.73,1.57,7.37,0.159,18.33,6.72
Trout,9.41,1.6,7.13,0.18,2.72,7.2
Catfish,21.51,2.3,8.0,0.229,51.41,5.72
Salmon,15.21,0.72,7.46,0.045,5.89,9.02
Salmon,6.42,0.46,7.14,0.197,7.84,8.94
Bass,24.68,1.22,8.37,0.212,12.06,7.68
Trout,16.0,1.04,6.87,0.144,5.32,11.03
Goldfish,23.05,3.99,6.98,0.24,34.35,7.9
Tilapia,23.46,4.92,6.79,0.106,32.64,7.85
Tilapia,29.61,3.66,8.1,0.251,36.93,6.74
Salmon,5.56,0.13,6.78,0.176,19.32,9.1
Trout,16.56,2.56,7.09,0.124,19.1,11.15
Goldfish,21.56,2.07,7.39,0.108,1.69,8.68
Trout,13.64,2.76,7.92,0.051,11.77,9.78
Catfish,21.23,3.55,7.68,0.007,55.11,5.95
Catfish,27.65,3.66,7.9,0.814,49.26,4.09
Bass,19.62,3.69,7.18,0.134,47.42,5.42
Trout,4.15,1.47,6.54,0.082,12.48,10.95
Bass,15.62,4.82,8.2,0.286,17.28,8.65
Salmon,9.93,1.65,7.35,0.138,5.27,6.37
Goldfish,22.45,2.61,6.58,0.153,8.55,6.84
Tilapia,27.58,1.97,8.3,0.224,4.28,5.89
Catfish,22.66,2.57,6.83,0.566,57.56,6.27
Bass,16.09,2.43,7.29,0.133,49.76,6.99
Bass,21.83,5.53,7.58,0.03,27.15,8.41
Catfish,27.31,6.51,7.41,0.079,13.19,5.71
Salmon,13.65,1.74,7.07,0.175,13.59,11.5
Trout,8.04,1.67,7.49,0.088,4.0,8.52
Tilapia,26.35,4.28,7.36,0.408,34.25,6.09
Tilapia,26.19,2.04,7.32,0.185,16.09,4.82
Trout,15.97,,7.03,0.183,18.15,7.76
Goldfish,10.32,3.96,6.92,0.137,9.6,8.83
Bass,20.38,4.51,6.89,0.274,24.39,6.59
Tilapia,23.86,1.33,7.76,0.408,21.37,7.26
Goldfish,16.9,2.85,7.62,0.362,24.44,6.56
Goldfish,21.12,3.67,7.73,0.446,15.08,6.58
Bass,24.54,1.08,7.68,0.142,,8.58
Salmon,6.12,0.86,6.57,0.13,11.87,10.76
Tilapia,22.41,3.24,7.84,0.482,41.23,5.68
Bass,25.1,4.66,6.83,0.139,15.25,7.66
Trout,4.65,0.09,6.69,0.102,14.24,11.2
Salmon,4.97,0.48,,0.048,12.44,8.31
Bass,19.9,3.2,7.58,0.026,22.44,8.21
Tilapia,22.1,1.91,8.32,0.074,35.1,6.72
Salmon,11.64,0.15,7.4,0.076,24.56,10.23
Tilapia,26.82,3.21,6.65,0.235,16.06,5.16
Trout,5.94,0.1,7.35,0.083,12.63,11.59
Salmon,13.11,0.61,6.53,0.073,16.27,
Trout,5.01,2.45,7.93,0.133,11.36,9.81
Goldfish,13.89,3.23,7.32,0.287,17.96,8.4
Trout,4.75,2.26,7.1,0.149,3.24,9.88
Tilapia,26.52,1.02,7.02,0.33,47.51,4.86
Bass,20.08,3.27,6.57,0.136,29.94,7.66
Salmon,7.86,1.58,6.79,0.013,17.36,9.15
Goldfish,22.64,2.59,7.71,0.153,32.66,5.99
Catfish,23.65,6.4,6.15,0.661,54.21,4.85
Tilapia,24.69,2.82,8.1,0.483,12.87,7.82
Goldfish,17.3,2.92,6.76,0.014,12.92,8.6
Bass,24.21,6.0,7.79,0.241,16.11,7.02
Bass,18.48,4.66,7.95,0.12,15.1,5.36
Salmon,13.69,0.35,7.61,0.078,12.15,7.38
Tilapia,22.44,1.21,8.12,,20.21,4.99
Bass,16.79,5.32,7.55,0.11,20.03,4.29
Trout,6.25,2.4,7.29,0.009,2.13,10.75
Bass,21.09,4.44,7.53,0.216,13.8,5.58
Tilapia,27.41,2.15,6.79,0.43,19.72,5.31
Goldfish,12.49,3.46,7.27,0.103,20.0,8.13
Tilapia,26.3,2.34,6.52,0.186,24.72,6.73
Bass,22.11,2.68,7.0,0.286,22.69,7.61
Salmon,14.75,1.96,7.03,0.102,26.57,6.84
Bass,19.11,5.86,7.95,0.211,49.72,6.54
Trout,15.03,1.02,7.77,0.06,17.51,10.41
Catfish,25.72,4.02,7.54,0.555,53.55,5.41
Catfish,21.56,5.34,7.97,0.849,30.55,5.99
Salmon,10.55,0.13,7.38,0.033,0.92,7.81
Salmon,12.49,0.86,7.79,0.064,16.21,10.95
Tilapia,27.05,,8.12,0.243,49.46,6.64
Bass,21.59,3.18,7.07,0.0,47.09,8.89
Trout,17.43,0.93,6.94,0.027,11.46,7.02
Salmon,12.4,1.37,7.9,0.055,24.6,9.21
Salmon,14.66,0.95,7.79,0.038,8.51,9.26
Bass,23.3,,7.24,0.266,33.52,6.52
Tilapia,25.09,4.22,8.23,0.139,42.89,4.06
Catfish,26.23,7.21,7.0,0.794,19.2,4.22
Tilapia,22.72,2.08,8.19,0.5,1.87,7.69
Trout,9.41,2.68,7.47,0.186,15.61,7.34
Goldfish,12.53,1.99,7.15,0.451,10.42,8.11
Goldfish,10.41,3.15,6.58,0.115,32.03,5.16
Trout,4.11,0.89,7.6,0.184,15.54,9.34
Salmon,12.49,1.79,,0.022,9.26,7.58
Tilapia,,2.77,7.25,0.149,29.51,5.23
Salmon,14.2,,6.95,0.034,18.06,7.83
Tilapia,27.53,1.38,7.84,0.432,16.5,6.93
Bass,24.18,3.58,7.81,0.24,40.45,4.82
Goldfish,12.36,3.21,6.54,0.344,22.44,7.33
Trout,10.51,0.34,7.76,0.036,5.1,10.77
Tilapia,27.01,4.72,8.49,0.307,43.67,4.85
